Employee_No,Employee_Code,Name,Title,Address_Line_3,Date_of_Birth,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Status_Reason,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,,,
2158,198131,Talia Bergstrom,Mr,Giradurukotte,7/28/1970,Male,1,Married,30,9/8/2021,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,,,
2159,193180,Aracely Wisozk,Mr,Galewela,8/31/1994,Male,1,Married,43,9/15/2021,12/31/2021,Inactive,RESIGN,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,,,
2160,1795116,Dr Orland Ryan,Mr,Gampola,8/11/1995,Male,1,Single,31,9/16/2021,5/19/2022,Inactive,RESIGN,5/19/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2161,5343,Rene Mitchell,Mr,Polonnaruwa,2/13/2000,Male,1,Single,7,9/10/2021,12/18/2022,Inactive,Resign,12/18/2022,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,,,
2162,5344,Maida Barton DVM,Mr,Polonnaruwa,11/17/1995,Male,1,,158,9/13/2021,1/31/2022,Inactive,Resign,1/31/2022,\N,\N,Staff,Contarct Basis,Buddhist,Assistant QS,,,
2163,5345,Brigitte Halvorson,Ms,Panadura,4/27/1989,Female,1,Married,17,9/21/2021,2/6/2022,Inactive,RESIGN,2/6/2022,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,,,
2164,5346,Jerrell Thiel PhD,Mr,",Panamura Road",",Embilipitiya""",2/5/1989,Male,1,Married,36,9/15/2021,7/31/2022,Inactive,Terminated,7/31/2022,\N,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,,
2165,5347,Mrs Tamia Nolan III,Mr,",Araliya Road",Wanduramba,",Galle""",3/14/1996,Male,1,,158,9/27/2021,1/6/2022,Inactive,RESIGN,1/6/2022,\N,\N,Staff,Contarct Basis,Buddhist,Assistant QS,
2166,196149,Dallin Macejkovic,Mr,Thalkiriyagama,1/23/1999,Male,1,Single,195,9/27/2021,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Data Coordinator,,,
2168,203006,Candace Ankunding PhD,Mr,Anuradhapura,3/22/1966,Male,1,Married,129,9/13/2021,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Stores Helper,,,
2193,1795118,Prof Oscar Fadel,Mr,Sangarajapura,3/1/1981,Male,1,Married,31,10/5/2021,12/31/2021,Inactive,RESIGN,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2194,193181,Lillian Borer,Mr,Dambulla,2/13/1970,Male,1,Single,31,10/4/2021,12/31/2021,Inactive,RESIGN,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2195,193182,Valentin Toy,Mr,Dambulla,5/30/1970,Male,1,Married,31,10/7/2021,10/31/2021,Inactive,RESIGN,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2196,193183,Dr Lamont Murphy IV,Mr,Dambulla,9/21/2001,Male,1,Single,31,10/4/2021,3/18/2022,Inactive,RESIGN,3/18/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2197,5349,Freeda Rice IV,Mr,Boralesgamuwa,12/12/1998,Male,1,Single,17,10/1/2021,11/1/2021,Inactive,RESIGN,11/1/2021,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,,,
2200,1795119,Karina Predovic III,Mr,Dehiaththakandiya,11/7/1961,Male,1,Married,31,10/8/2021,4/1/2022,Inactive,RESIGN,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2201,1795120,Miss Chyna Dooley DVM,Mr,Madulkele,8/17/1969,Male,1,Married,31,10/8/2021,4/1/2022,Inactive,RESIGN,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2204,1795122,Gabriella Gleason,Mr,Manikhinna,3/23/1968,Male,1,Married,31,10/9/2021,4/7/2022,Inactive,RESIGN,4/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2205,1795123,Miss Maddison Wintheiser,Mr,Kandy,5/29/1969,Male,1,Married,31,10/11/2021,5/9/2022,Inactive,RESIGN,5/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2206,1795124,Donnell Howe,Mr,Delthota,8/1/1995,Male,1,Married,31,10/11/2021,3/31/2022,Inactive,RESIGN,3/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2207,5351,Dr Katherine Kovacek,Mr,Kandy,5/5/1969,Male,1,Married,24,9/13/2021,4/30/2022,Inactive,Resigned,4/30/2022,\N,\N,Staff,Contarct Basis,Buddhist,Driver,,,
2208,5352,Ransom Grant,Mr,Kekunagolla,12/31/1996,Male,1,,22,10/11/2021,0000-00-00,Active,,0000-00-00,2709,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
2209,5353,Judd Hartmann,Mr,",Wadu Welvidiya South",",Unavatiya""",1/29/1996,Male,1,,22,10/11/2021,\N,Active,,\N,2631,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,
2210,5354,Mr Franco Friesen Jr,Ms,,11/25/1996,Female,1,Single,178,10/12/2021,0000-00-00,Active,,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Trainee Purchasing Officer,,,
2211,5355,Carol Weimann,Ms,Thanamalvila,2/24/1997,Female,1,Single,178,10/12/2021,11/9/2021,Inactive,RESIGN,11/9/2021,\N,\N,Staff,Contarct Basis,Buddhist,Trainee Purchasing Officer,,,
2214,1795125,Kaylie Von,Mr,Rupaha,6/4/1976,Male,1,Married,31,10/13/2021,4/2/2022,Inactive,RESIGN,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2216,193185,Karen Wolf,Mr,,7/21/1993,Male,1,,31,10/13/2021,10/31/2021,Inactive,RESIGN,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2217,193186,Delilah Mueller,Mr,,5/31/1961,Male,1,Married,31,10/12/2021,10/31/2021,Inactive,RESIGN,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2220,50042,Jay Buckridge,Ms,Colombo 4,8/31/1963,Female,3,Single,45,8/2/2021,\N,Active,,\N,\N,\N,Management,Contarct Basis,Hindu,Construction Manager,,,
2221,1795126,Kendrick Runolfsson,Mr,Pilimathalawa,1/22/1982,Male,1,Married,124,10/14/2021,3/24/2022,Inactive,RESIGN,3/24/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
2224,193188,Dr Darren Strosin MD,Mr,Modarawana,12/29/1994,Male,1,Single,31,10/15/2021,10/31/2021,Inactive,RESIGN,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2225,5356,Gilbert Hermiston II,Mr,Ambalangoda,6/28/1987,Male,1,Married,152,10/14/2021,3/31/2022,Inactive,RESIGN,3/31/2022,\N,\N,Management,Contarct Basis,Buddhist,Manager Contract,,,
2228,198133,Emilie Klein,Mr,Higurana,4/20/1974,Male,1,Married,55,10/21/2021,2/28/2022,Inactive,RESIGN,2/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,,,
2229,5357,Sheila Jakubowski,Mr,Tangalle,7/31/1981,Male,1,Married,33,10/11/2021,10/24/2021,Inactive,RESIGN,10/24/2021,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,,,
2230,1795128,Dr Adeline Rowe,Mr,Sangarajapura,5/17/1974,Male,1,Married,31,10/22/2021,5/5/2022,Inactive,RESIGN,5/5/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2231,1795129,Aimee Dach,Mr,Papiliyavala,12/15/1998,Male,1,Single,31,10/22/2021,4/2/2022,Inactive,RESIGN,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2232,51021,Nicklaus Eichmann Jr,Ms,Maharagama,8/25/1999,Female,1,Single,70,10/21/2021,8/10/2022,Inactive,RESIGN,8/10/2022,\N,\N,Staff,Contarct Basis,Buddhist,Data Entry Operator,,,
2233,5358,Lenore Nikolaus,Mr,Kiribathkumbura,7/4/1964,Male,1,Married,24,10/18/2021,8/31/2022,Inactive,Resign,8/31/2022,\N,\N,Staff,Contarct Basis,Buddhist,Driver,,,
2236,5359,Craig Balistreri,Mr,Makola,11/12/1983,Male,1,,180,10/25/2021,11/14/2021,Inactive,RESIGN,11/14/2021,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Manager Procurement,,,
2237,5360,Lillian Grady DVM,Mr,Tholangamuwa,1/2/1986,Male,1,,22,10/4/2021,5/5/2022,Inactive,VOP,5/5/2022,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
2238,5361,Dr Bert Kozey,Mr,Matale,5/5/1995,Male,1,Single,33,10/25/2021,\N,Active,,\N,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,,,
2246,179043,Enrico Vandervort,Mr,Kandy,4/12/1958,Male,1,Married,139,10/5/2021,4/28/2022,Inactive,RESIGN,4/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Surveyor Helper,,,
2247,197106,Alberto Wunsch,Mr,Badulla,11/3/1998,Male,1,Married,31,10/1/2021,3/29/2022,Inactive,RESIGN,3/29/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2248,197107,Christop Hilpert,Mr,Mapakadawewa,5/28/2000,Male,1,Single,101,10/10/2021,3/21/2022,Inactive,RESIGN,3/21/2022,\N,\N,Labour,Contarct Basis,Buddhist,Excavator Operator,,,
2249,197108,Laury Langworth,Mr,Girandurukotte,1/3/1956,Male,1,,134,10/11/2021,10/31/2022,Inactive,resign,10/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Caretaker,,,
2250,197109,Emmanuel Koelpin,Mr,Girandurkotte,4/19/1972,Male,1,Married,31,10/25/2021,10/31/2021,Inactive,RESIGN,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2253,5363,Elissa Gusikowski,Mr,Anuradhapura,4/14/1958,Male,1,Married,24,10/27/2021,10/30/2021,Inactive,Resign,10/30/2021,\N,\N,Staff,Contarct Basis,Buddhist,Driver,,,
2254,196151,Dr Eldora Hayes,Mr,Wasalakotte,0000-00-00,Male,1,Married,29,10/1/2021,6/24/2022,Inactive,RESIGN,6/24/2022,\N,\N,Labour,Contarct Basis,Buddhist,Cook,,,
2255,196152,Mr Zachery Romaguera,Mr,,3/29/1983,Male,1,Single,55,10/15/2021,2/25/2022,Inactive,Resign,2/25/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,,,
2256,196153,Margaret Shanahan,Mr,,1/12/2003,Male,1,Single,31,10/19/2021,11/15/2021,Inactive,Resign,11/15/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2257,196154,Justyn Lindgren,Mr,"Rathmalgahaela, Dambulla",10/18/2002,Male,1,Single,31,10/19/2021,3/18/2022,Inactive,Resign,3/18/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2258,198135,Anibal Hamill,Mr,Giranduruokotte,8/24/1981,Male,1,Married,4,10/27/2021,10/31/2021,Inactive,RESIGN,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,,,
2259,188007,Dr Alicia Keebler,Mr,Medirigiriya,10/16/1986,Male,1,Married,31,10/25/2021,4/25/2022,Inactive,RESIGN,4/25/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2260,188008,Osvaldo Runolfsson,Mr,Medirigiriya,0000-00-00,Male,1,Married,31,10/25/2021,4/1/2022,Inactive,RESIGN,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2262,188010,Sophia Kunde IV,Mr,Medirigiriya,7/9/1997,Male,1,Married,55,10/25/2021,4/25/2022,Inactive,RESIGN,4/25/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,,,
2263,188011,Ayana Fritsch,Mr,Medirigiriya,11/5/1975,Male,1,Married,31,10/25/2021,4/1/2022,Inactive,RESIGN,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2264,188012,Emely Lueilwitz,Mr,Medirigiriya,5/28/1974,Male,1,Married,55,10/25/2021,4/7/2022,Inactive,RESIGN,4/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,,,
2265,188013,Dr Freddie Brakus,Mr,Medirigiriya,1/20/1964,Male,4,Married,31,10/25/2021,4/6/2022,Inactive,RESIGN,4/6/2022,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,,,
2266,188014,Ruth Gottlieb,Mr,Medirigiriya,4/17/1989,Male,1,Married,37,10/23/2021,4/2/2022,Inactive,RESIGN,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Driver-Tractor,,,
2267,205001,Prof Wilfrid Renner,Mr,Kalutara,3/25/1951,Male,1,Married,31,10/16/2021,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2268,205002,Loyce Botsford DDS,Ms,Mahaoya,6/14/1996,Male,1,Single,31,10/27/2021,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2275,205003,Enrique Mayer,Mr,Buthpitiya,5/4/1953,Male,1,Married,134,10/2/2021,1/13/2022,Inactive,RESIGN,1/13/2022,\N,\N,Labour,Contarct Basis,Buddhist,Caretaker,,,
2276,1795130,Duncan Schumm,Mr,Kandy,8/16/1959,Male,1,Married,30,11/1/2021,5/9/2022,Inactive,RESIGN,5/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,,,
2277,51022,Prof Germaine Bergnaum DVM,Ms,Piliyandala,9/19/2001,Female,1,Single,70,11/1/2021,3/31/2022,Inactive,RESIGN,3/31/2022,\N,\N,Staff,Contarct Basis,Buddhist,Data Entry Operator,,,
2278,51023,Angus Hoeger Jr,Mr,Veyangoda,6/13/1996,Male,1,Married,181,11/1/2021,3/12/2022,Inactive,RESIGN,3/12/2022,\N,\N,Staff,Contarct Basis,Buddhist,Trainee Engineer,,,
2279,195038,Velma Kiehn,Mr,Poontory,9/11/1982,Male,3,Married,31,10/26/2021,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,,,
2285,5364,General Christiansen,Mr,Vijithapura,0000-00-00,Male,5,,96,11/1/2021,2/18/2022,Inactive,RESIGN,2/18/2022,\N,\N,Staff,Contarct Basis,Muslim,Assistant Engineer,,,
2287,1795131,Prof Trey Miller,Mr,Muruthalawa,3/26/1973,Male,1,Married,31,11/5/2021,12/31/2021,Inactive,RESIGN,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2288,1795132,Orin Hartmann,Mr,Sangarajapura,1/1/2003,Male,1,Single,31,11/5/2021,3/31/2022,Inactive,RESIGN,3/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2291,51024,Prof Mia Ebert,Mr,Maharagama,0000-00-00,Male,1,Married,31,11/5/2021,1/27/2022,Inactive,Resign,1/27/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2296,1795134,Ryley Dare,Mr,Galaha,2/19/1990,Male,1,Married,31,11/9/2021,3/29/2022,Inactive,RESIGN,3/29/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2297,1795135,Morton Schaden,Mr,Handessa,1/13/1969,Male,1,Married,31,11/8/2021,4/2/2022,Inactive,RESIGN,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2299,1795137,Maida Gulgowski,Mr,Muruthalawa,10/23/1960,Male,1,Married,31,11/9/2021,3/31/2022,Inactive,RESIGN,3/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2300,196155,Dr Nathaniel McDermott,Mr,,12/21/1952,Male,1,Married,31,11/4/2021,4/8/2022,Inactive,RESIGN,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2301,196156,Annamae Haley,Mr,Dambulla,4/15/1981,Male,1,Married,31,11/4/2021,12/31/2021,Inactive,RESIGN,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2302,196157,Delfina Schmitt III,Mr,Dewahuwa,9/13/1991,Male,1,Married,31,11/4/2021,4/9/2022,Inactive,RESIGN,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2303,51025,Eryn Legros,Mr,Pannipitiya,1/3/2002,Male,1,Single,183,11/10/2021,2/25/2022,Inactive,RESIGN,2/25/2022,\N,\N,Staff,Contarct Basis,Buddhist,Trainee Transport Assistant,,,
2310,179044,Mr Freddy Kuhic PhD,Mr,Kandy,5/25/1997,Male,1,Single,139,11/10/2021,4/20/2022,Inactive,RESIGN,4/20/2022,\N,\N,Labour,Contarct Basis,Buddhist,Surveyor Helper,,,
2314,5366,Keely Gislason,Mr,Baddegama,11/23/1992,Male,1,Married,24,11/11/2021,11/18/2021,Inactive,RESIGN,11/18/2021,\N,\N,Staff,Contarct Basis,Buddhist,Driver,,,
2315,50043,Brooklyn Keebler,Mr,Kundasale,2/20/1953,Male,1,Married,6,11/12/2021,2/22/2022,Inactive,RESIGN,2/22/2022,\N,\N,Staff,Contarct Basis,Buddhist,Project Manager,,,
2320,198136,Kyler Fay,Mr,Giradurukotte,3/25/1990,Male,1,Married,1,11/16/2021,2/9/2022,Inactive,RESIGN,2/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,,,
2321,198137,Westley Hermann,Mr,Girandurukotte,12/31/1992,Male,1,Married,31,11/16/2021,4/8/2022,Inactive,RESIGN,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2322,189070,Robin O'Connell,Mr,Mahaoya,9/13/2000,Male,1,Married,53,11/15/2021,2/20/2022,Inactive,RESIGN,2/20/2022,\N,\N,Labour,Contarct Basis,Buddhist,Pipe Fitter,,,
2324,1795139,Alycia Smitham,Mr,Kandy,6/30/1996,Male,1,Married,31,11/20/2021,2/1/2022,Inactive,RESIGN,2/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2325,5367,Humberto Hodkiewicz,Ms,Kandy,2/12/1993,Female,1,Single,48,11/15/2021,\N,Active,,\N,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,,,
2327,1795140,Theresa Bernier,Mr,Kahawatta,5/5/1973,Male,1,Married,31,11/23/2021,3/31/2022,Inactive,RESIGN,3/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2328,193194,Wallace Beier IV,Mr,Matale,4/4/1994,Male,1,Single,31,11/22/2021,12/31/2021,Inactive,RESIGN,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2329,5368,Rosella Walker,Mr,Anuradhapura,4/4/1995,Male,1,,83,11/22/2021,12/21/2022,Inactive,Resign,12/21/2022,\N,\N,Staff,Contarct Basis,Buddhist,Mechanical Engineer,,,
2330,50045,Domingo Raynor,Mr,Alawathugoda,5/10/1962,Male,1,Married,58,11/15/2021,6/3/2022,Inactive,RESIGN,6/3/2022,\N,\N,Staff,Contarct Basis,Buddhist,Sociologist,,,
2331,1795141,Miss Bernice Jerde,Mr,Piligala,7/12/1987,Male,1,Married,31,11/24/2021,3/30/2022,Inactive,RESIGN,3/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2332,203007,Dr Phyllis Hoppe DDS,Ms,Anuradhapura,8/2/1972,Female,1,Married,31,11/10/2021,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2333,1795142,Alize Bartoletti,Mr,Kandy,2/25/1982,Male,1,Married,31,11/26/2021,12/31/2021,Inactive,RESIGN,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2334,1795143,Arthur Keebler,Mr,Bossalla,5/28/1973,Male,1,Married,31,11/26/2021,4/1/2022,Inactive,RESIGN,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2336,1795145,Mr Helmer Gorczany,Mr,Kadugannawa,1/31/1957,Male,5,Married,31,11/26/2021,12/31/2021,Inactive,RESIGN,12/31/2021,\N,\N,Labour,Contarct Basis,Muslim,Unskilled Labor,,,
2337,1795146,Reuben Ebert,Mr,,2/24/1998,Male,1,Married,31,11/29/2021,2/15/2022,Inactive,RESIGN,2/15/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2339,5369,Prof Archibald Quitzon V,Mr,ku Bopitiya,2/6/1993,Male,1,Single,8,11/29/2021,\N,Active,,\N,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,,,
2341,198138,Leonie Effertz MD,Mr,Giradurukotte,0000-00-00,Male,1,Married,31,11/29/2021,4/30/2022,Inactive,RESIGN,4/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2342,1795147,Omari Hintz,Mr,Saliya Asokapura,8/14/1976,Male,1,Married,124,12/1/2021,4/2/2022,Inactive,RESIGN,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,,,
2343,1795148,Deja Smith,Mr,Peradeniya,3/19/1995,Male,1,Married,31,12/2/2021,3/26/2022,Inactive,RESIGN,3/26/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2346,5370,Prof Warren Bartell,Ms,,6/17/1993,Female,1,Single,17,12/1/2021,4/9/2022,Inactive,Resign,4/9/2022,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,,,
2347,198139,Jorge Bayer,Mr,Girandurukotte,2/24/1984,Male,1,Married,30,12/2/2021,10/26/2022,Inactive,resign,10/26/2022,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,,,
2348,198140,Lucius Pfannerstill DDS,Mr,Girandurukotte,3/7/1996,Male,1,Married,30,12/3/2021,2/28/2022,Inactive,RESIGN,2/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,,,
2350,196158,Brandi Daniel Sr,Mr,,9/23/1998,Male,1,Single,31,12/6/2021,12/31/2021,Inactive,RESIGN,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2359,1795150,Randall Kovacek,Mr,peradeniya,0000-00-00,Male,1,Married,31,12/10/2021,5/9/2022,Inactive,RESIGN,5/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2360,198142,Cheyanne Mueller,Mr,Pilgamuwa,1/12/1985,Male,1,Married,30,12/9/2021,2/27/2022,Inactive,RESIGN,2/27/2022,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,,,
2361,198143,Jaunita O'Connell,Mr,Wilgamuwa,7/9/2001,Male,1,Single,30,12/9/2021,2/27/2022,Inactive,RESIGN,2/27/2022,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,,,
2364,198146,Adella Walsh,Mr,Wilgamuwa,5/12/2001,Male,1,Single,30,12/10/2021,2/26/2022,Inactive,RESIGN,2/26/2022,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,,,
2366,51026,Cathy Mueller III,Ms,Pannipitiya,10/17/2006,Female,1,Single,70,12/13/2021,4/8/2022,Inactive,resign,4/8/2022,\N,\N,Staff,Contarct Basis,Buddhist,Data Entry Operator,,,
2368,51027,Lenore Price I,Mr,Homagama,8/5/1991,Male,1,Married,182,12/11/2021,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Labour,,,
2369,201010,Ernest Dietrich DVM,Mr,Aiththiyamale south,0000-00-00,Female,3,Single,184,12/11/2021,3/17/2022,Inactive,RESIGN,3/17/2022,\N,\N,Labour,Contarct Basis,Hindu,Lab Helper,,,
2370,201011,Jade Kuphal,Mr,Kuruwita,0000-00-00,Male,1,Single,169,12/12/2021,11/16/2022,Inactive,Resign,11/16/2022,\N,\N,Labour,Contarct Basis,Buddhist,Bobcat Operator,,,
2372,1795151,Dr Sally Ritchie I,Mr,Marathugoda,0000-00-00,Male,1,Single,31,12/14/2021,3/31/2022,Inactive,RESIGN,3/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2373,1795152,Lurline Russel,Mr,Deltota,0000-00-00,Male,5,Married,31,12/13/2021,3/30/2022,Inactive,RESIGN,3/30/2022,\N,\N,Labour,Contarct Basis,Muslim,Unskilled Labor,,,
2374,199083,Mr Mackenzie Wilderman,Mr,Mannar,12/30/1993,Male,3,Single,124,12/13/2021,6/30/2022,Inactive,RESIGN,6/30/2022,\N,\N,Labour,Contarct Basis,Hindu,Mason,,,
2375,196159,Liliana Doyle DVM,Mr,,0000-00-00,Male,1,Married,30,12/10/2021,2/28/2022,Inactive,Resign,2/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,,,
2376,5372,Hillary Cronin,Mr,Rideegama,3/13/1970,Male,1,,22,12/15/2021,0000-00-00,Active,,0000-00-00,673,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
2377,5373,Malcolm Kreiger,Mr,Homagama,5/26/1981,Male,1,Married,8,12/16/2021,7/31/2022,Inactive,resign,7/31/2022,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,,,
2379,5374,Leone Blick Sr,Mr,,6/9/1989,Male,1,,22,12/16/2021,2/12/2022,Inactive,RESIGN,2/12/2022,\N,\N,Labour,Contarct Basis,Buddhist,Technical Officer,,,
2380,193197,Dr Orpha Padberg,Mr,Pallepola,11/30/2006,Male,1,Single,31,12/17/2021,5/17/2022,Inactive,RESIGN,5/17/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2381,193196,Ike Williamson,Mr,,10/2/1971,Male,1,Married,31,12/13/2021,4/11/2022,Inactive,RESIGN,4/11/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2382,196160,Lesley Emmerich,Mr,,5/25/2000,Male,1,Married,43,12/15/2021,5/31/2022,Inactive,RESIGN,5/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,,,
2383,197110,Mazie Douglas,Mr,Giradurakotte,9/6/1982,Male,1,Married,31,12/13/2021,3/14/2022,Inactive,RESIGN,3/14/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
2384,5375,Kyler Bins,Mr,Alawwa,3/14/1964,Male,1,Married,7,12/20/2021,0000-00-00,Active,,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,,,
2386,199084,Richie Nitzsche I,Mr,Ampara,2/25/1993,Male,1,Married,1,12/15/2021,4/5/2022,Inactive,RESIGN,4/5/2022,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,,,
2387,199086,Mrs Jennifer Monahan PhD,Mr,Ampara,2/14/1991,Male,1,Single,30,12/18/2021,11/30/2022,Inactive,Resign,11/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,,,
2388,199085,Gudrun Cruickshank,Mr,,8/17/2000,Male,3,Single,30,12/17/2021,12/31/2021,Inactive,RESIGN,12/31/2021,\N,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,,,
