Employee_No,Employee_Code,Name,Title,Address_Line_3,Date_of_Birth,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Status_Reason,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,,,
555,4342,Aurelia Spinka,Mr,"Vatapana, Putuhapuva",2/1/1995,Male,1,Single,79,10/10/2018,11/15/2020,Inactive,Resign,11/15/2020,\N,\N,Staff,Contarct Basis,Buddhist,Helper - Lorry,,,
556,4353,Mr Scottie Streich,Mr,Kesbawa,0000-00-00,Male,1,Married,193,11/1/2018,7/20/2022,Inactive,RESIGN,7/20/2022,\N,\N,Management,Contarct Basis,Buddhist,Manager Finance & Operations,,,
557,4352,Myles Monahan MD,Mr,Meegoda,5/10/1972,Male,1,Married,127,11/1/2018,0000-00-00,Active,,0000-00-00,\N,\N,Management,Contarct Basis,Buddhist,Chief Operating Officer,,,
558,4354,Miss Clotilde Braun III,Mr,Nugegoda,0000-00-00,Male,1,Married,110,11/1/2018,0000-00-00,Active,,0000-00-00,\N,\N,Management,Contarct Basis,Buddhist,Chief Executive Officer,,,
560,4426,Quinn Hansen,Mr,Athiliveva,9/13/1995,Male,1,Single,79,12/18/2018,0000-00-00,Inactive,Resign,8/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Helper - Lorry,,,
561,4429,Audrey Tromp,Ms,Piliyandala,7/3/1992,Female,1,Married,84,1/21/2019,\N,Inactive,Resign,12/4/2020,\N,\N,Staff,Contarct Basis,Buddhist,HR Executive,,,
562,4639,Javon Zulauf,Mr,,12/29/1998,Male,1,Single,88,3/11/2019,12/5/2020,Inactive,RESIGN,12/5/2020,\N,\N,Staff,Contarct Basis,Buddhist,Trainee QS,,,
563,4641,Miss Alta Sipes MD,Mr,Devinuwara,10/31/1997,Male,1,Single,88,3/11/2019,0000-00-00,Inactive,Resign,6/10/2020,\N,\N,Staff,Contarct Basis,Buddhist,Trainee QS,,,
565,4713,Dr Lynn Gleason III,Mr,Thalawathugoda,8/9/1995,Male,1,Single,113,5/15/2019,9/18/2021,Inactive,RESIGN,9/18/2021,\N,\N,Staff,Contarct Basis,Buddhist,Operation Executive,,,
569,4728,Alek Moore,Mr,Kundasale,10/1/1966,Male,1,Married,45,6/3/2019,9/20/2021,Inactive,RESIGN,9/20/2021,569,\N,Management,Contarct Basis,Buddhist,Construction Manager,,,
570,4769,Dr Donny Ryan III,Mr,,10/7/1985,Male,4,Single,98,6/12/2019,0000-00-00,Inactive,Resign,10/28/2020,\N,\N,Staff,Contarct Basis,Catholic,Store Executive,,,
572,4824,Dr Dennis Bosco,Ms,Mattegoda,8/11/1990,Female,1,Married,84,8/5/2019,2/28/2021,Inactive,RESIGN,2/28/2021,\N,\N,Staff,Contarct Basis,Buddhist,HR Executive,,,
573,4835,Manuel Bechtelar,Mr,Ampara,4/15/1992,Male,1,Single,24,9/5/2019,5/31/2021,Inactive,RESIGN,5/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Driver,,,
574,4913,Dr Torey Gibson,Ms,Colombo 08,4/3/1983,Female,1,Married,104,11/1/2019,\N,Inactive,Resigned,6/12/2020,\N,\N,Staff,Contarct Basis,Buddhist,Accountant,,,
576,5017,Maiya Bernier,Ms,"Gangodawila , Nugegoda",3/3/1999,Female,1,Single,143,8/1/2020,0000-00-00,Inactive,Resign,12/12/2020,\N,\N,Staff,Contarct Basis,Buddhist,HR Assistant,,,
579,120120,Trinity Hansen,Ms,test2,12/1/1985,Male,1,Single,72,6/1/2019,1/1/2021,Inactive,Clearing the Data - Dummy Data,1/1/2021,580,557,Staff,Contarct Basis,Buddhist,IT Executive,,,
582,71,Miss Burdette Kunze DDS,Mr,,6/7/1965,Male,1,Married,22,7/12/1999,0000-00-00,Active,,0000-00-00,624,\N,Staff,Permanant,Buddhist,Technical Officer,,,
583,159,Willa Bruen Jr,Mr,",Ruwanwella""",8/4/1981,Male,1,Married,7,9/29/2003,0000-00-00,Active,,0000-00-00,\N,\N,Staff,Permanant,Buddhist,Store Keeper,,,
584,4836,Prof Johanna Bednar,Mr,Giradurukotte,9/12/1988,Male,1,Married,36,8/10/2019,\N,Active,,\N,2631,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,,,
585,4837,Mr Erin Marquardt II,Mr,,9/28/1990,Male,1,Married,8,8/5/2019,0000-00-00,Inactive,Resign,8/15/2020,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,,,
586,4841,Mariam Carter DVM,Mr,,0000-00-00,Male,1,Married,22,8/1/2019,\N,Inactive,Resign,6/13/2020,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
588,4843,Prof Logan Robel MD,Mr,,9/4/1993,Male,1,,108,8/1/2019,11/18/2019,Inactive,Resign,11/18/2019,\N,\N,Staff,Contarct Basis,Buddhist,QAQC Engineer,,,
589,4845,Alison Graham,Mr,Mawathura,4/24/1961,Male,1,Married,36,8/1/2019,0000-00-00,Inactive,Resign,11/19/2020,\N,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,,,
590,4846,Haleigh McCullough,Mr,,0000-00-00,Male,5,Single,22,8/1/2019,0000-00-00,Inactive,Resign,12/31/2019,\N,\N,Staff,Contarct Basis,Muslim,Technical Officer,,,
591,4847,Kelsi Effertz,Mr,,1/5/1995,Male,1,,22,8/1/2019,0000-00-00,Inactive,Resign,12/14/2019,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
592,4848,Prof Cleta Hackett Jr,Mr,,8/3/1991,Male,1,,22,8/15/2019,0000-00-00,Inactive,Resign,1/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
593,4849,Lempi Schneider,Mr,,11/29/1992,Male,5,Single,36,8/1/2019,8/31/2022,Inactive,SERVICE DISCONTINUATION,8/31/2022,1538,\N,Staff,Contarct Basis,Muslim,Engineer Assistant,,,
594,4853,Sophie Turner,Mr,,5/23/1992,Male,1,Single,22,8/2/2019,0000-00-00,Inactive,Resign,12/7/2019,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
595,4854,Joaquin Wisozk,Mr,,1/6/1993,Male,1,Married,27,8/1/2019,\N,Inactive,Resign,11/30/2019,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,,,
596,4855,Deontae Zemlak,Mr,,9/12/1991,Male,1,Single,22,8/22/2019,\N,Active,,\N,1964,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
597,4932,Jeanie McLaughlin,Ms,,8/23/1988,Female,1,Single,157,12/1/2019,\N,Active,,\N,\N,\N,Staff,Contarct Basis,Buddhist,Business Analyst,,,
599,4941,Donnell Walsh,Mr,,4/1/1961,Male,1,Married,22,1/13/2020,\N,Inactive,Resign,6/24/2020,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
600,4942,Mrs Heidi Carroll,Mr,Badulla,8/27/1961,Male,1,Married,107,1/27/2020,11/13/2021,Inactive,RESIGN,11/13/2021,\N,\N,Staff,Contarct Basis,Buddhist,Social Environment Officer,,,
601,4943,Luna Harris DDS,Mr,Medamahanuwara,4/22/1996,Female,1,Single,48,1/27/2020,11/26/2021,Inactive,RESIGN,11/30/2021,1538,\N,Staff,Contarct Basis,Buddhist,Draughtsman,,,
603,4938,Prof Delores Barrows,Mr,,11/19/1993,Male,3,Single,22,1/6/2020,0000-00-00,Inactive,Resign,1/31/2020,\N,\N,Staff,Contarct Basis,Hindu,Technical Officer,,,
604,4939,Prof Torey DuBuque,Mr,Tangalle,7/31/1981,Male,1,Married,33,1/13/2020,7/30/2021,Inactive,RESIGN,7/30/2021,1333,\N,Staff,Contarct Basis,Buddhist,Site Engineer,,,
605,4927,Stella Aufderhar,Mr,Matale,11/23/1984,Male,1,Married,6,12/2/2019,0000-00-00,Inactive,Resigned,9/18/2020,605,\N,Staff,Contarct Basis,Buddhist,Project Manager,,,
606,4929,Prof Kameron Murphy Sr,Mr,Kaduwela,4/22/1996,Male,1,Married,7,12/4/2019,0000-00-00,Active,,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,,,
607,4930,Alessandra Hermann,Ms,,7/11/1993,Female,1,Single,89,12/4/2019,5/3/2021,Inactive,Resign,5/3/2021,\N,\N,Staff,Contarct Basis,Buddhist,Planning Engineer,,,
608,4931,Stone Hyatt I,Mr,Kilinochchi,12/13/1994,Male,3,Single,22,12/10/2019,3/14/2021,Inactive,RESIGN,2/14/2021,\N,\N,Staff,Contarct Basis,Hindu,Technical Officer,,,
609,4933,Ms Wilma Lowe,Ms,Maharagama,10/17/1986,Female,1,Married,84,12/26/2019,\N,Inactive,Resign,7/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,HR Executive,,,
610,4934,Dr Sigmund Bartell,Mr,,6/28/1995,Male,3,Married,9,12/30/2019,9/12/2022,Inactive,RESIGN,9/12/2022,\N,\N,Staff,Contarct Basis,Hindu,Assistance QS,,,
611,4935,Corene Hyatt Sr,Mr,,6/18/1971,Male,1,Married,27,12/30/2019,4/30/2022,Inactive,Resigned,4/30/2022,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,,,
612,4936,Ms Samara Lynch,Mr,"Gokarella""",,,7/31/1988,Male,1,Married,27,12/30/2019,1/13/2022,Inactive,VOP,1/13/2022,1538,\N,Staff,Contarct Basis,Buddhist,Supervisor,
613,4861,Lawrence Simonis DVM,Mr,,4/27/1985,Male,1,Married,24,8/23/2019,\N,Inactive,resign,12/31/2019,\N,\N,Staff,Contarct Basis,Buddhist,Driver,,,
614,4817,Laurence Hamill,Mr,"Digana,Rajawella",3/26/1946,Male,1,Married,7,7/1/2019,7/31/2021,Inactive,RESIGN,7/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,,,
615,4580,Mr Wilfredo Schmidt DVM,Mr,"Uhana , Ampara",0000-00-00,Male,1,Married,33,2/26/2019,10/31/2021,Inactive,RESIGN,10/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,,,
616,4827,Charlotte Bauch,Mr,,4/19/1993,Male,3,Single,8,7/24/2019,2/28/2022,Inactive,RESIGN,2/28/2022,\N,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,,,
617,4684,Marcelo Lubowitz II,Mr,,12/24/1994,Male,5,Single,33,4/23/2019,0000-00-00,Inactive,Resigned,9/29/2020,\N,\N,Staff,Contarct Basis,Muslim,Site Engineer,,,
618,4829,Fermin Medhurst,Mr,Galgamuwa,6/10/1984,Male,1,Married,64,7/24/2019,2/26/2022,Inactive,RESIGN,2/26/2022,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,,,
619,4831,Jamie Ortiz,Mr,Kegalle,8/27/1991,Male,1,Single,27,7/23/2019,7/30/2021,Inactive,RESIGN,7/30/2021,1333,\N,Staff,Contarct Basis,Buddhist,Supervisor,,,
620,4832,Jacky Luettgen,Mr,Ambanpola,10/22/1993,Male,1,Single,27,7/23/2019,\N,Active,,\N,1964,\N,Staff,Contarct Basis,Buddhist,Supervisor,,,
621,4810,Prof Vinnie Waelchi,Mr,Kegalle,8/5/1987,Male,1,Single,8,7/1/2019,11/30/2021,Inactive,RESIGN,11/30/2021,1538,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,,,
622,4862,Demetris Heaney,Mr,Gampola,10/5/1990,Male,1,Single,36,9/15/2019,0000-00-00,Inactive,Resign,11/23/2020,\N,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,,,
623,4899,Valentine Rowe,Mr,,2/14/1993,Male,1,Married,27,10/21/2019,4/9/2022,Inactive,Resigned,4/9/2022,673,\N,Staff,Contarct Basis,Buddhist,Supervisor,,,
624,4863,Justina Tillman,Mr, Kandy,8/17/1992,Male,1,Single,108,9/15/2019,\N,Active,,\N,624,\N,Staff,Contarct Basis,Buddhist,QAQC Engineer,,,
625,3950,Mr Giovani Schimmel,Mr,"Bedi Road , Thotagoda",11/6/1965,Male,1,Married,6,6/2/2018,2/12/2021,Inactive,RESIGN,2/12/2021,625,\N,Staff,Contarct Basis,Buddhist,Project Manager,,,
626,4864,Ricardo Fadel,Ms,Ambagahapelessa,7/27/1993,Female,1,Single,48,8/26/2019,10/25/2021,Inactive,RESIGN,10/25/2021,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,,,
627,4865,Anita Sporer IV,Mr,,1/16/1990,Male,1,Single,22,9/2/2019,\N,Active,,\N,1964,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
628,4867,Clifton Kerluke,Mr,Matara,4/28/1981,Male,1,Married,6,9/12/2019,2/28/2022,Inactive,RESIGN,2/28/2022,\N,\N,Staff,Contarct Basis,Buddhist,Project Manager,,,
629,4868,Prof Newell Ondricka V,Mr,Handaganawa,3/23/1993,Male,1,Single,48,9/16/2019,4/30/2022,Inactive,Resigned,4/30/2022,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,,,
630,4869,John Halvorson,Mr,Dehiattakandiya,12/9/1989,Male,1,Single,27,8/22/2019,4/30/2021,Inactive,Resign,4/30/2021,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,,,
631,4427,Khalid Lockman I,Mr,Beliatta,4/30/1992,Male,1,Single,33,12/26/2018,\N,Inactive,Resign,10/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,,,
632,4870,Dan Pouros,Mr,,1/17/1986,Male,3,Married,33,9/4/2019,5/18/2021,Inactive,RESIGN,5/18/2021,632,\N,Staff,Contarct Basis,Hindu,Site Engineer,,,
633,4815,Opal Yundt,Mr,,6/17/1990,Male,1,Married,33,7/8/2019,\N,Inactive,Resign,8/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,,,
634,4871,Garrison Steuber,Mr,Bogamulla,3/14/1971,Male,1,Married,64,9/1/2019,\N,Active,,\N,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,,,
635,4873,Laurianne Adams,Mr,Kilinochchi,9/16/1996,Male,3,Single,27,9/16/2019,0000-00-00,Inactive,Resign,11/30/2020,\N,\N,Staff,Contarct Basis,Hindu,Supervisor,,,
636,4876,Mr Cooper Hills,Mr,Thonikal,Vavuniya,10/19/1994,Male,3,Single,36,9/16/2019,\N,Active,,\N,\N,\N,Staff,Contarct Basis,Hindu,Engineer Assistant,,
637,4880,Brenna Lowe,Mr,Gampola,8/2/1994,Male,1,,22,9/23/2019,6/25/2022,Inactive,VOP,6/25/2022,1538,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
638,4883,Prof Alfreda Mills Jr,Mr,Nuwaraeliya,1/31/1989,Male,1,Married,22,9/26/2019,\N,Inactive,Resigned,9/17/2020,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
639,4884,Jeramie Simonis,Mr,Tonikkal,Vavuniya,9/14/1989,Male,3,Single,22,10/14/2019,10/10/2022,Inactive,Resignation,10/10/2022,\N,\N,Staff,Contarct Basis,Hindu,Technical Officer,,
640,4885,Oral Marks,Mr,Malpana - Kengalle,6/8/1966,Male,1,Married,8,9/26/2019,0000-00-00,Inactive,Resign,6/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,,,
641,4887,Jaime Paucek,Mr,Kegalle,11/11/1987,Male,1,Married,22,10/1/2019,0000-00-00,Inactive,Resign,7/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
642,4893,Ashlynn Balistreri,Mr,Akkaraipaththu,3/10/1952,Male,3,Married,7,10/10/2019,4/30/2021,Inactive,Resign,4/30/2021,\N,\N,Staff,Contarct Basis,Hindu,Store Keeper,,,
643,4894,Ima Jast,Mr,Jaffna,2/5/1985,Male,3,Married,22,6/29/2019,0000-00-00,Inactive,Resign,10/15/2020,\N,\N,Staff,Contarct Basis,Hindu,Technical Officer,,,
644,4897,Prof Nannie Cole,Mr,Kuliyapitiya,8/7/1996,Male,1,Single,8,10/21/2019,5/14/2022,Inactive,Resign,5/14/2022,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,,,
645,4903,Dedric Steuber,Mr,Jaffna,5/17/1987,Male,3,Single,33,10/28/2019,1/23/2022,Inactive,RESIGN,1/23/2022,\N,\N,Staff,Contarct Basis,Hindu,Site Engineer,,,
646,4909,Hollie Rath,Mr,Ampara,11/9/1987,Male,3,Married,36,11/6/2019,\N,Active,,\N,\N,\N,Staff,Contarct Basis,Hindu,Engineer Assistant,,,
648,4911,Sadye Beer,Mr,Akuressa,10/5/1989,Male,1,Married,108,11/7/2019,5/14/2022,Inactive,VOP,5/14/2022,1538,\N,Staff,Contarct Basis,Buddhist,QAQC Engineer,,,
649,4914,Nolan Cronin Jr,Mr,Negombo,10/12/1971,Male,4,Married,6,11/18/2019,0000-00-00,Inactive,Resign,11/17/2020,649,\N,Staff,Contarct Basis,Catholic,Project Manager,,,
650,4916,Tate Hackett,Mr,Balangoda,3/27/1968,Male,1,Married,64,11/19/2019,\N,Active,,\N,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,,,
651,4918,Wayne Hartmann,Mr,Colombo 06,9/15/1969,Male,3,Married,6,11/20/2019,\N,Inactive,Resign,11/20/2020,651,\N,Staff,Contarct Basis,Hindu,Project Manager,,,
652,4919,Oma McGlynn,Mr,Jaffna,11/29/1987,Male,3,Married,33,11/20/2019,0000-00-00,Inactive,Resign,10/10/2020,\N,\N,Staff,Contarct Basis,Hindu,Site Engineer,,,
653,4920,Aleen Kub IV,Mr,Halloluwa,12/25/1976,Male,1,Married,7,11/25/2019,\N,Active,,\N,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,,,
654,4922,Rogelio Wyman,Mr,,5/4/1969,Male,1,Married,64,11/20/2019,0000-00-00,Inactive,Resign,7/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,,,
655,4923,Bernardo Roberts,Mr,Aranaganwila,10/21/1981,Male,1,Single,54,11/22/2019,0000-00-00,Inactive,Resign,3/14/2020,\N,\N,Staff,Contarct Basis,Buddhist,Lab Technician,,,
656,4924,Jayde Gaylord DDS,Mr,Ampara,4/28/1992,Male,1,Married,35,11/25/2019,9/7/2021,Inactive,Resign,9/7/2021,\N,\N,Staff,Contarct Basis,Buddhist,Operator-Excavator,,,
658,4928,Clarabelle Smitham,Mr,Anuradhapura,5/26/1988,Male,1,Married,8,12/2/2019,0000-00-00,Inactive,Resigned,9/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,,,
659,326,Missouri Satterfield,Mr,Mannar,7/2/1981,Male,3,Married,8,11/28/2005,0000-00-00,Active,,0000-00-00,\N,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,,,
660,4420,Mikel Rutherford,Mr,Anuradhapura,8/29/1978,Male,1,Married,102,12/1/2018,\N,Inactive,Resign,8/22/2020,\N,\N,Staff,Contarct Basis,Buddhist,Tractor Driver,,,
661,4579,Chauncey Jones,Mr,,0000-00-00,Male,1,Married,24,1/21/2019,3/26/2022,Inactive,VOP,3/26/2022,\N,\N,Staff,Contarct Basis,Buddhist,Driver,,,
662,4692,Bettie Rowe,Mr,Anuradhapura,11/18/1993,Male,1,Single,39,1/4/2019,8/31/2021,Inactive,RESIGN,8/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer-Trainee,,,
663,4720,Sarina Christiansen,Mr,Medawachchiya,12/8/1993,Male,1,Single,7,5/2/2019,0000-00-00,Inactive,Resign,7/21/2020,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,,,
664,4820,Dr Jazmyne Farrell MD,Mr,,4/11/1988,Male,1,Married,8,7/15/2019,0000-00-00,Active,,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,,,
665,3957,Toy Toy,Mr,,11/7/1994,Male,1,Single,7,6/18/2018,0000-00-00,Inactive,Resigned,8/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,,,
666,4345,Annamarie Cartwright,Mr,,3/9/1985,Male,1,Married,80,10/17/2018,\N,Inactive,Resign,2/29/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver - cab,,,
667,4768,Stanley Zulauf,Mr,,8/1/1983,Male,1,Married,6,6/3/2019,10/21/2021,Inactive,RESIGN,10/21/2021,\N,\N,Staff,Contarct Basis,Buddhist,Project Manager,,,
668,2971,Hobart Stracke,Mr,,1/1/1986,Male,1,Single,36,3/20/2017,8/8/2021,Inactive,RESIGN,8/8/2021,\N,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,,,
669,4504,Mr Jalon Beier MD,Ms,,8/21/1996,Female,1,Single,38,1/18/2019,10/20/2022,Inactive,Discontinuation of Service on Fixed Term Employment Contract,10/20/2022,\N,\N,Staff,Contarct Basis,Buddhist,Office Assistant,,,
670,4858,Mrs Shanna Pagac,Mr,Gokarella,11/17/1987,Male,1,Married,22,9/12/2019,0000-00-00,Inactive,Resigned,9/28/2020,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
671,4688,Karen Sipes,Mr,Jaffna,12/30/1991,Male,3,Single,6,5/15/2019,\N,Inactive,RESIGN,8/12/2021,\N,\N,Staff,Contarct Basis,Hindu,Project Manager,,,
672,4907,Dr Megane Stoltenberg,Mr,"Central road17, Ampaarai",4/20/1976,Male,5,Married,24,11/1/2019,0000-00-00,Inactive,Resign,7/6/2020,\N,\N,Staff,Contarct Basis,Muslim,Driver,,,
673,4915,Thurman Greenfelder,Mr,Kattankudi- 01,8/27/1978,Male,5,Married,73,11/18/2019,\N,Active,,\N,673,\N,Staff,Contarct Basis,Muslim,Resident Engineer,,,
674,2776,Lionel Hettinger,Mr,,0000-00-00,Male,1,Married,48,11/29/2016,\N,Inactive,Resigned,9/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,,,
675,3620,Elian Oberbrunner,Mr,,5/29/1980,Male,1,Married,37,12/16/2017,0000-00-00,Inactive,Resigned,9/15/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver-Tractor,,,
676,4708,Loraine Schmeler,Mr,Medirigiriya,6/8/1958,Male,1,Single,31,4/22/2019,\N,Inactive,Resigned,4/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
677,3930,Manuel Rau,Mr,Ampegama,8/25/1976,Male,1,Married,55,1/1/2019,6/30/2021,Inactive,RESIGN,6/30/2021,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,,,
678,3933,Prof Barney Carroll Sr,Mr,Batapola,6/9/1993,Male,1,Single,31,1/1/2019,12/28/2020,Inactive,RESIGN,12/28/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
679,4436,Bonnie Simonis,Mr,Ahangama,11/30/2000,Male,1,Single,31,1/1/2019,\N,Inactive,resigned,3/12/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
680,4510,Prof Rowena Skiles,Mr,Baddegama,9/26/1971,Male,1,Married,31,1/1/2019,12/31/2020,Inactive,RESIGN,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
681,4513,Maxie Schulist,Mr,,12/1/1972,Male,1,Married,31,1/1/2019,12/30/2020,Inactive,RESIGN,12/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
682,169036,Oleta Schroeder,Mr,Imaduwa,1/21/1955,Male,1,Married,31,12/6/2020,5/31/2021,Inactive,RESIGN,5/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
683,4516,America Haley,Mr,Ambalanthota,9/16/1991,Male,1,Married,55,1/1/2019,12/31/2020,Inactive,RESIGN,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,,,
684,55,Nathen Langosh MD,Mr,Ruwanwella,5/12/1978,Male,1,Married,22,6/25/1998,1/16/2021,Inactive,Resign,1/16/2021,\N,\N,Staff,Permanant,Buddhist,Technical Officer,,,
685,4521,Mr Efren Langworth Jr,Mr,Baddegama,5/12/1972,Male,1,Married,31,1/1/2019,11/28/2020,Inactive,RESIGN,11/28/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
686,4537,Lacey Paucek,Mr,Buththala,7/16/1954,Male,1,Married,31,2/1/2019,\N,Inactive,Resigned,9/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
687,4538,Adelle Howell,Mr,Ahangama,9/10/1970,Male,1,Married,31,1/1/2019,4/28/2021,Inactive,Resign,4/28/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
688,4774,Miss Antonina Mohr,Mr,,5/20/1967,Male,1,Married,102,6/24/2019,6/10/2021,Inactive,resign,6/10/2021,\N,\N,Staff,Contarct Basis,Buddhist,Tractor Driver,,,
689,4776,Mrs Bessie Schultz,Mr,,1/31/1959,Male,1,Married,99,6/24/2019,0000-00-00,Inactive,Resigned,12/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Resident Site Engineer,,,
690,4777,Miss Wanda Bayer,Mr,,8/15/1974,Male,1,Married,7,6/24/2019,2/10/2022,Inactive,RESIGN,2/10/2022,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,,,
691,4813,Irving Paucek,Mr,,9/16/1991,Male,1,Single,22,3/7/2019,\N,Inactive,Resign,12/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
692,4857,Dr Marion Borer,Mr,Ratnapura,1/26/1987,Male,1,Married,6,1/8/2019,0000-00-00,Inactive,Resign,12/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Project Manager,,,
693,50016,Prof Sienna Quigley,Mr,,4/27/1955,Male,1,Married,99,3/10/2019,\N,Inactive,Resign,4/2/2020,\N,\N,Staff,Contarct Basis,Buddhist,Resident Site Engineer,,,
694,2738,Mittie Botsford,Mr,,4/10/1984,Male,1,Single,65,10/26/2016,5/6/2022,Inactive,VOP,5/6/2022,\N,\N,Staff,Contarct Basis,Buddhist,Design Engineer,,,
695,4615,Chanel Spencer,Mr,Gonapinuwala,12/25/1965,Male,1,Married,31,2/1/2019,11/25/2020,Inactive,RESIGN,11/25/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
696,4690,Jeramy Dooley II,Mr,,9/23/1963,Male,1,Married,31,4/1/2019,\N,Inactive,resigned,3/21/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
697,4742,Cletus Bayer Sr,Mr,Imaduwa,2/1/1981,Male,1,Married,31,5/1/2019,8/31/2021,Inactive,RESIGN,8/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
698,4977,Dr Dashawn Bailey,Mr,,11/21/1958,Male,1,Married,122,6/1/2020,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Security,,,
699,2815,Weston Prohaska III,Mr,Kandy,2/3/1986,Male,1,Married,22,12/22/2016,\N,Active,,\N,1964,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
700,70087,Alejandra Kreiger,Mr,Weligama,6/1/1991,Male,1,Single,122,9/1/2019,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Security,,,
701,5150,Prof Marlin Adams,Mr,Pilimathalawa,6/26/1992,Male,1,Single,31,1/1/2021,4/7/2022,Inactive,RESIGN,4/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
702,75127,Fausto Konopelski,Mr,Ampegama,11/24/1961,Male,1,Married,122,10/9/2019,11/22/2020,Inactive,RESIGN,11/22/2020,\N,\N,Labour,Contarct Basis,Buddhist,Security,,,
